"plan_opt","code","prem20_total","prem21_total","prem21_gov","prem21_empl","prem21_increase","prem20_monthly_total","prem21_monthly_total","prem21_monthly_gov","prem21_monthly_empl","prem21_monthly_increase"
"Missouri Blue Preferred - Standard Self & Family","9G5","787.85",811.49,562.25,249.24,"7.86","1707.01",1758.23,1218.21,540.02,"17.03"
"Missouri Blue Preferred - Standard Self Plus One","9G6","712.48",726.73,517.46,209.27,"0.91","1543.71",1574.58,1121.16,453.42,"1.97"
"Missouri Humana CoverageFirst and Humana Value Plan - Value Self","PH4","223.4",243.51,182.63,60.88,"5.03","484.03",527.61,395.71,131.9,"10.89"
"Missouri Humana CoverageFirst and Humana Value Plan - Value Self & Family","PH5","502.66",547.9,410.93,136.97,"11.31","1089.0999999999999",1187.12,890.34,296.78,"24.51"
"Missouri Humana CoverageFirst and Humana Value Plan - Value Self Plus One","PH6","480.31",523.55,392.66,130.89,"10.81","1040.67",1134.36,850.77,283.59,"23.42"
"Missouri Humana CoverageFirst and Humana Value Plan - CDHP Self","PH1","330.05",349.86,241.58,108.28,"14","715.11",758.03,523.42,234.61,"30.34"
"Missouri Humana CoverageFirst and Humana Value Plan - CDHP Self & Family","PH2","742.63",787.19,562.25,224.94,"28.78","1609.03",1705.58,1218.21,487.37,"62.36"
"Missouri Humana CoverageFirst and Humana Value Plan - CDHP Self Plus One","PH3","709.62",752.2,517.46,234.74,"29.24","1537.51",1629.77,1121.16,508.61,"63.36"
"Missouri Humana Health Plan, Inc. - High Self","MS1","795.31",829.31,241.58,587.73,"28.19","1723.17",1796.84,523.42,1273.42,"61.09"
"Missouri Humana Health Plan, Inc. - High Self & Family","MS2","1789.44",1865.95,562.25,1303.7,"60.73","3877.12",4042.89,1218.21,2824.68,"131.58000000000001"
"Missouri Humana Health Plan, Inc. - High Self Plus One","MS3","1709.91",1783,517.46,1265.54,"59.75","3704.81",3863.17,1121.16,2742.01,"129.46"
"Missouri Humana Health Plan, Inc. - Standard Self","MS4","492.46",554.12,241.58,312.54,"55.85","1067",1200.59,523.42,677.17,"121.01"
"Missouri Humana Health Plan, Inc. - Standard Self & Family","MS5","1108.05",1246.77,562.25,684.52,"122.94","2400.7800000000002",2701.34,1218.21,1483.13,"266.37"
"Missouri Humana Health Plan, Inc. - Standard Self Plus One","MS6","1058.81",1191.38,517.46,673.92,"119.23","2294.09",2581.32,1121.16,1460.16,"258.33"
"Missouri UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self","AS1","242.68",276.68,207.51,69.17,"8.5","525.80999999999995",599.47,449.6,149.87,"18.420000000000002"
"Missouri UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self & Family","AS2","573.86",654.35,490.76,163.59,"20.13","1243.3599999999999",1417.76,1063.32,354.44,"43.6"
"Missouri UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self Plus One","AS3","521.73",594.87,446.15,148.72,"18.29","1130.42",1288.89,966.67,322.22,"39.619999999999997"
"Missouri UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self","Y81","233.88",266.18,199.64,66.54,"8.07","506.74",576.72,432.54,144.18,"17.5"
"Missouri UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self & Family","Y82","553.03",629.51,472.13,157.38,"19.12","1198.23",1363.94,1022.96,340.98,"41.42"
"Missouri UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self Plus One","Y83","502.79",572.28,429.21,143.07,"17.37","1089.3800000000001",1239.94,929.96,309.98,"37.64"
"Missouri UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Missouri UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Missouri UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Montana Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Montana Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Montana Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Montana Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Montana Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Montana Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","H41","382.37",381.62,241.58,140.04,"-6.56","828.47",826.84,523.42,303.42,"-14.21"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","H42","871.59",869.88,562.25,307.63,"-17.489999999999998","1888.45",1884.74,1218.21,666.53,"-37.9"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","H43","863.04",861.43,517.46,343.97,"-14.95","1869.92",1866.43,1121.16,745.27,"-32.39"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - Value Self","H44","372.48",377.3,241.58,135.72,"-0.99","807.04",817.48,523.42,294.06,"-2.14"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","H45","854.85",865.92,562.25,303.67,"-4.71","1852.18",1876.16,1218.21,657.95,"-10.210000000000001"
"Montana Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","H46","838.09",848.95,517.46,331.49,"-2.48","1815.86",1839.39,1121.16,718.23,"-5.37"
"Montana Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Montana Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Montana Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Montana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Montana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Montana UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Nebraska Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Nebraska Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Nebraska Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Nebraska Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Nebraska Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Nebraska Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","H41","382.37",381.62,241.58,140.04,"-6.56","828.47",826.84,523.42,303.42,"-14.21"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","H42","871.59",869.88,562.25,307.63,"-17.489999999999998","1888.45",1884.74,1218.21,666.53,"-37.9"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","H43","863.04",861.43,517.46,343.97,"-14.95","1869.92",1866.43,1121.16,745.27,"-32.39"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - Value Self","H44","372.48",377.3,241.58,135.72,"-0.99","807.04",817.48,523.42,294.06,"-2.14"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","H45","854.85",865.92,562.25,303.67,"-4.71","1852.18",1876.16,1218.21,657.95,"-10.210000000000001"
"Nebraska Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","H46","838.09",848.95,517.46,331.49,"-2.48","1815.86",1839.39,1121.16,718.23,"-5.37"
"Nebraska Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Nebraska Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Nebraska Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Nebraska UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Nebraska UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Nebraska UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Nevada Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Nevada Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Nevada Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Nevada Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Nevada Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Nevada Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - Value Self","G54","328.95",330.94,241.58,89.36,"-3.82","712.73",717.04,523.42,193.62,"-8.27"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","G55","753.4",757.97,562.25,195.72,"-11.21","1632.37",1642.27,1218.21,424.06,"-24.29"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","G56","738.63",743.12,517.46,225.66,"-8.85","1600.37",1610.09,1121.16,488.93,"-19.18"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","G51","417.46",488.66,241.58,247.08,"65.39","904.5",1058.76,523.42,535.34,"141.68"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","G52","952.2",1114.65,562.25,552.4,"146.66999999999999","2063.1",2415.08,1218.21,1196.87,"317.79000000000002"
"Nevada Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","G53","942.79",1103.63,517.46,586.17,"147.5","2042.71",2391.2,1121.16,1270.04,"319.58999999999997"
"Nevada Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Nevada Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Nevada Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Nevada Health Plan of Nevada, Inc. - High Self","NM1","326.3",342.08,241.58,100.5,"9.9700000000000006","706.98",741.17,523.42,217.75,"21.61"
"Nevada Health Plan of Nevada, Inc. - High Self & Family","NM2","773.3",810.69,562.25,248.44,"21.61","1675.48",1756.5,1218.21,538.29,"46.83"
"Nevada Health Plan of Nevada, Inc. - High Self Plus One","NM3","619.98",649.95,487.46,162.49,"7.5","1343.29",1408.23,1056.17,352.06,"16.239999999999998"
"Nevada UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self","WF1","241.32",287.18,215.39,71.79,"11.46","522.86",622.22,466.67,155.55,"24.84"
"Nevada UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self & Family","WF2","570.64",679.17,509.38,169.79,"27.13","1236.3900000000001",1471.54,1103.66,367.88,"58.78"
"Nevada UnitedHealthcare Insurance Company, Inc. - Choice Plus Primary - High Self Plus One","WF3","518.79",617.43,463.07,154.36,"24.66","1124.05",1337.77,1003.33,334.44,"53.43"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self","LU1","204.85",243.77,182.83,60.94,"9.73","443.84",528.17,396.13,132.04,"21.08"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self & Family","LU2","471.16",560.66,420.5,140.16,"22.37","1020.85",1214.76,911.07,303.69,"48.48"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self Plus One","LU3","440.43",524.1,393.08,131.02,"20.91","954.27",1135.55,851.66,283.89,"45.32"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self","KT1","334.51",360.98,241.58,119.4,"20.66","724.77",782.12,523.42,258.7,"44.77"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self & Family","KT2","836.26",902.47,562.25,340.22,"50.43","1811.9",1955.35,1218.21,737.14,"109.26"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self Plus One","KT3","719.19",776.11,517.46,258.65,"43.58","1558.25",1681.57,1121.16,560.41,"94.42"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self","VD1","240.93",286.71,215.03,71.68,"11.45","522.02",621.21,465.91,155.3,"24.8"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self & Family","VD2","569.71",678.06,508.55,169.51,"27.08","1234.3699999999999",1469.13,1101.85,367.28,"58.69"
"Nevada UnitedHealthcare Insurance Company, Inc. Choice Primary - High Self Plus One","VD3","517.95000000000005",616.42,462.32,154.1,"24.61","1122.23",1335.58,1001.69,333.89,"53.33"
"Nevada UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Nevada UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Nevada UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"New Hampshire Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"New Hampshire Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"New Hampshire Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"New Hampshire Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"New Hampshire Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"New Hampshire Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - Value Self","EP4","350.59",387.52,241.58,145.94,"31.12","759.61",839.63,523.42,316.21,"67.44"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","EP5","802.85",887.39,562.25,325.14,"68.760000000000005","1739.51",1922.68,1218.21,704.47,"148.97999999999999"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","EP6","787.1",869.98,517.46,352.52,"69.540000000000006","1705.38",1884.96,1121.16,763.8,"150.68"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","EP1","496.5",519.07,241.58,277.49,"16.760000000000002","1075.75",1124.65,523.42,601.23,"36.32"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","EP2","1132.3",1183.79,562.25,621.54,"35.71","2453.3200000000002",2564.88,1218.21,1346.67,"77.37"
"New Hampshire Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","EP3","1121.0899999999999",1172.06,517.46,654.6,"37.630000000000003","2429.0300000000002",2539.46,1121.16,1418.3,"81.53"
"New Hampshire Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"New Hampshire Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"New Hampshire Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"New Hampshire UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"New Hampshire UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"New Hampshire UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"New Jersey Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"New Jersey Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"New Jersey Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"New Jersey Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"New Jersey Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"New Jersey Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"New Jersey Aetna HealthFund CDHP and Aetna Value Plan - Value Self","EP4","350.59",387.52,241.58,145.94,"31.12","759.61",839.63,523.42,316.21,"67.44"
"New Jersey Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","EP5","802.85",887.39,562.25,325.14,"68.760000000000005","1739.51",1922.68,1218.21,704.47,"148.97999999999999"
"New Jersey Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","EP6","787.1",869.98,517.46,352.52,"69.540000000000006","1705.38",1884.96,1121.16,763.8,"150.68"
"New Jersey Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","EP1","496.5",519.07,241.58,277.49,"16.760000000000002","1075.75",1124.65,523.42,601.23,"36.32"
"New Jersey Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","EP2","1132.3",1183.79,562.25,621.54,"35.71","2453.3200000000002",2564.88,1218.21,1346.67,"77.37"
